"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23120","Receive Sample Partitions For Terpenes Profile","Terpenes - Profile","Wed May 28 03:30:47 GMT 2025","passed","Wed May 28 03:31:10 GMT 2025","","","",""
"","23590","Start Preparation for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 03:27:51 GMT 2025","passed","Wed May 28 03:28:15 GMT 2025","","","",""
"","40087","Sample Creation For Terpenes Profile","Terpenes - Profile","Wed May 28 03:30:07 GMT 2025","passed","Wed May 28 03:30:47 GMT 2025","","","",""
"","24083","Order Creation For Test Customer","Terpenes - Profile","Wed May 28 03:29:43 GMT 2025","passed","Wed May 28 03:30:07 GMT 2025","","","",""
"","24478","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 03:39:23 GMT 2025","passed","Wed May 28 03:39:47 GMT 2025","","","",""
"","35316","Publish Terpenes results","Terpenes - Profile","Wed May 28 03:34:28 GMT 2025","passed","Wed May 28 03:35:03 GMT 2025","","","",""
"","32354","Set up instruments for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 03:27:19 GMT 2025","passed","Wed May 28 03:27:51 GMT 2025","","","",""
"","35303","Publish Cannabinoids results","Cannabinoids - Profile","Wed May 28 03:29:06 GMT 2025","passed","Wed May 28 03:29:41 GMT 2025","","","",""
"","23707","Accession Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Wed May 28 03:25:50 GMT 2025","passed","Wed May 28 03:26:14 GMT 2025","","","",""
"","36734","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Wed May 28 03:36:56 GMT 2025","passed","Wed May 28 03:37:33 GMT 2025","","","",""
"","28353","Set up materials for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 03:26:51 GMT 2025","passed","Wed May 28 03:27:19 GMT 2025","","","",""
"","31827","Set up instruments for Moisture worksheet","Moisture - Profile","Wed May 28 03:42:52 GMT 2025","passed","Wed May 28 03:43:24 GMT 2025","","","",""
"","24415","Order Creation For Test Customer","Residual Solvents - Profile","Wed May 28 03:35:05 GMT 2025","passed","Wed May 28 03:35:29 GMT 2025","","","",""
"","32399","Order Creation For Test Customer","Cannabinoids - Profile","Wed May 28 03:24:14 GMT 2025","passed","Wed May 28 03:24:47 GMT 2025","","","",""
"","32144","Set up instruments for Terpenes worksheet","Terpenes - Profile","Wed May 28 03:32:40 GMT 2025","passed","Wed May 28 03:33:12 GMT 2025","","","",""
"","23564","Start Preparation for Moisture worksheet","Moisture - Profile","Wed May 28 03:43:24 GMT 2025","passed","Wed May 28 03:43:47 GMT 2025","","","",""
"","40208","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Wed May 28 03:24:47 GMT 2025","passed","Wed May 28 03:25:27 GMT 2025","","","",""
"","24535","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 03:28:42 GMT 2025","passed","Wed May 28 03:29:06 GMT 2025","","","",""
"","23146","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Wed May 28 03:25:27 GMT 2025","passed","Wed May 28 03:25:50 GMT 2025","","","",""
"","23681","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Wed May 28 03:41:52 GMT 2025","passed","Wed May 28 03:42:15 GMT 2025","","","",""
"","28715","Set up materials for Terpenes worksheet","Terpenes - Profile","Wed May 28 03:32:11 GMT 2025","passed","Wed May 28 03:32:40 GMT 2025","","","",""
"","36889","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Wed May 28 03:26:14 GMT 2025","passed","Wed May 28 03:26:51 GMT 2025","","","",""
"","40176","Sample Creation For Residual Solvents Profile","Residual Solvents - Profile","Wed May 28 03:35:29 GMT 2025","passed","Wed May 28 03:36:09 GMT 2025","","","",""
"","26651","Import Results for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 03:28:15 GMT 2025","passed","Wed May 28 03:28:42 GMT 2025","","","",""
"","25732","Import Results for Moisture worksheet","Moisture - Profile","Wed May 28 03:43:47 GMT 2025","passed","Wed May 28 03:44:13 GMT 2025","","","",""
"","31889","Set up instruments for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 03:38:01 GMT 2025","passed","Wed May 28 03:38:33 GMT 2025","","","",""
"","23769","Accession Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Wed May 28 03:36:33 GMT 2025","passed","Wed May 28 03:36:56 GMT 2025","","","",""
"","24503","Order Creation For Test Customer","Moisture - Profile","Wed May 28 03:40:24 GMT 2025","passed","Wed May 28 03:40:49 GMT 2025","","","",""
"","25663","Import Results for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 03:38:57 GMT 2025","passed","Wed May 28 03:39:23 GMT 2025","","","",""
"","27620","Import Results for Terpenes worksheet","Terpenes - Profile","Wed May 28 03:33:35 GMT 2025","passed","Wed May 28 03:34:03 GMT 2025","","","",""
"","36825","Set Up Worksheet For Moisture Sample","Moisture - Profile","Wed May 28 03:42:15 GMT 2025","passed","Wed May 28 03:42:52 GMT 2025","","","",""
"","35450","Publish Residual Solvents results","Residual Solvents - Profile","Wed May 28 03:39:47 GMT 2025","passed","Wed May 28 03:40:22 GMT 2025","","","",""
"","23693","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Wed May 28 03:31:10 GMT 2025","passed","Wed May 28 03:31:34 GMT 2025","","","",""
"","24509","Verify Results in Terpenes worksheet","Terpenes - Profile","Wed May 28 03:34:03 GMT 2025","passed","Wed May 28 03:34:28 GMT 2025","","","",""
"","23180","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Wed May 28 03:41:28 GMT 2025","passed","Wed May 28 03:41:52 GMT 2025","","","",""
"","23827","Start Preparation for Terpenes worksheet","Terpenes - Profile","Wed May 28 03:33:12 GMT 2025","passed","Wed May 28 03:33:35 GMT 2025","","","",""
"","36662","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Wed May 28 03:31:34 GMT 2025","passed","Wed May 28 03:32:11 GMT 2025","","","",""
"","24373","Verify Results in Moisture worksheet","Moisture - Profile","Wed May 28 03:44:13 GMT 2025","passed","Wed May 28 03:44:38 GMT 2025","","","",""
"","39807","Sample Creation For Moisture Profile","Moisture - Profile","Wed May 28 03:40:49 GMT 2025","passed","Wed May 28 03:41:28 GMT 2025","","","",""
"","23299","Receive Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Wed May 28 03:36:09 GMT 2025","passed","Wed May 28 03:36:33 GMT 2025","","","",""
"","35168","Publish Moisture results","Moisture - Profile","Wed May 28 03:44:38 GMT 2025","passed","Wed May 28 03:45:13 GMT 2025","","","",""
"","23642","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 03:38:33 GMT 2025","passed","Wed May 28 03:38:57 GMT 2025","","","",""
"","28364","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 03:37:33 GMT 2025","passed","Wed May 28 03:38:01 GMT 2025","","","",""
