"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40462","Sample Creation For Residual Solvents Profile","Residual Solvents - Profile","Wed Jul 02 14:22:47 GMT 2025","passed","Wed Jul 02 14:23:28 GMT 2025","","","",""
"","32802","Set up instruments for Cannabinoids worksheet","Cannabinoids - Profile","Wed Jul 02 14:13:50 GMT 2025","passed","Wed Jul 02 14:14:23 GMT 2025","","","",""
"","37175","Set Up Worksheet For Moisture Sample","Moisture - Profile","Wed Jul 02 14:29:38 GMT 2025","passed","Wed Jul 02 14:30:15 GMT 2025","","","",""
"","24635","Order Creation For Test Customer","Moisture - Profile","Wed Jul 02 14:27:45 GMT 2025","passed","Wed Jul 02 14:28:10 GMT 2025","","","",""
"","35966","Publish Residual Solvents results","Residual Solvents - Profile","Wed Jul 02 14:27:08 GMT 2025","passed","Wed Jul 02 14:27:44 GMT 2025","","","",""
"","24701","Order Creation For Test Customer","Terpenes - Profile","Wed Jul 02 14:16:58 GMT 2025","passed","Wed Jul 02 14:17:23 GMT 2025","","","",""
"","24625","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Wed Jul 02 14:26:43 GMT 2025","passed","Wed Jul 02 14:27:08 GMT 2025","","","",""
"","23689","Start Preparation for Moisture worksheet","Moisture - Profile","Wed Jul 02 14:30:48 GMT 2025","passed","Wed Jul 02 14:31:12 GMT 2025","","","",""
"","26964","Import Results for Terpenes worksheet","Terpenes - Profile","Wed Jul 02 14:20:54 GMT 2025","passed","Wed Jul 02 14:21:21 GMT 2025","","","",""
"","40340","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Wed Jul 02 14:11:16 GMT 2025","passed","Wed Jul 02 14:11:56 GMT 2025","","","",""
"","33083","Order Creation For Test Customer","Cannabinoids - Profile","Wed Jul 02 14:10:43 GMT 2025","passed","Wed Jul 02 14:11:16 GMT 2025","","","",""
"","24495","Verify Results in Terpenes worksheet","Terpenes - Profile","Wed Jul 02 14:21:21 GMT 2025","passed","Wed Jul 02 14:21:45 GMT 2025","","","",""
"","77043","Publish Cannabinoids results","Cannabinoids - Profile","Wed Jul 02 14:15:39 GMT 2025","failed","Wed Jul 02 14:16:56 GMT 2025","","","",""
"","24571","Verify Results in Moisture worksheet","Moisture - Profile","Wed Jul 02 14:31:38 GMT 2025","passed","Wed Jul 02 14:32:02 GMT 2025","","","",""
"","35991","Publish Terpenes results","Terpenes - Profile","Wed Jul 02 14:21:45 GMT 2025","passed","Wed Jul 02 14:22:21 GMT 2025","","","",""
"","28456","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Wed Jul 02 14:24:52 GMT 2025","passed","Wed Jul 02 14:25:21 GMT 2025","","","",""
"","27786","Import Results for Cannabinoids worksheet","Cannabinoids - Profile","Wed Jul 02 14:14:47 GMT 2025","passed","Wed Jul 02 14:15:15 GMT 2025","","","",""
"","35723","Publish Moisture results","Moisture - Profile","Wed Jul 02 14:32:02 GMT 2025","passed","Wed Jul 02 14:32:38 GMT 2025","","","",""
"","25922","Import Results for Residual Solvents worksheet","Residual Solvents - Profile","Wed Jul 02 14:26:17 GMT 2025","passed","Wed Jul 02 14:26:43 GMT 2025","","","",""
"","32441","Set up instruments for Moisture worksheet","Moisture - Profile","Wed Jul 02 14:30:15 GMT 2025","passed","Wed Jul 02 14:30:48 GMT 2025","","","",""
"","40460","Sample Creation For Moisture Profile","Moisture - Profile","Wed Jul 02 14:28:10 GMT 2025","passed","Wed Jul 02 14:28:50 GMT 2025","","","",""
"","40481","Sample Creation For Terpenes Profile","Terpenes - Profile","Wed Jul 02 14:17:23 GMT 2025","passed","Wed Jul 02 14:18:04 GMT 2025","","","",""
