"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","35588","Publish Cannabinoids results","Cannabinoids - Profile","Mon Jul 14 21:10:21 GMT 2025","passed","Mon Jul 14 21:10:56 GMT 2025","","","",""
"","24126","Accession Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Mon Jul 14 21:07:03 GMT 2025","passed","Mon Jul 14 21:07:27 GMT 2025","","","",""
"","32051","Set up instruments for Terpenes worksheet","Terpenes - Profile","Mon Jul 14 21:13:55 GMT 2025","passed","Mon Jul 14 21:14:27 GMT 2025","","","",""
"","27389","Import Results for Cannabinoids worksheet","Cannabinoids - Profile","Mon Jul 14 21:09:29 GMT 2025","passed","Mon Jul 14 21:09:56 GMT 2025","","","",""
"","26655","Import Results for Terpenes worksheet","Terpenes - Profile","Mon Jul 14 21:14:51 GMT 2025","passed","Mon Jul 14 21:15:17 GMT 2025","","","",""
"","39929","Sample Creation For Terpenes Profile","Terpenes - Profile","Mon Jul 14 21:11:23 GMT 2025","passed","Mon Jul 14 21:12:02 GMT 2025","","","",""
"","40203","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Mon Jul 14 21:05:59 GMT 2025","passed","Mon Jul 14 21:06:40 GMT 2025","","","",""
"","23256","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Mon Jul 14 21:23:06 GMT 2025","passed","Mon Jul 14 21:23:29 GMT 2025","","","",""
"","28478","Set up materials for Terpenes worksheet","Terpenes - Profile","Mon Jul 14 21:13:27 GMT 2025","passed","Mon Jul 14 21:13:55 GMT 2025","","","",""
"","24437","Order Creation For Test Customer","Moisture - Profile","Mon Jul 14 21:21:38 GMT 2025","passed","Mon Jul 14 21:22:03 GMT 2025","","","",""
"","35400","Publish Residual Solvents results","Residual Solvents - Profile","Mon Jul 14 21:21:01 GMT 2025","passed","Mon Jul 14 21:21:37 GMT 2025","","","",""
"","24392","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Mon Jul 14 21:20:37 GMT 2025","passed","Mon Jul 14 21:21:01 GMT 2025","","","",""
"","36902","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Mon Jul 14 21:12:50 GMT 2025","passed","Mon Jul 14 21:13:27 GMT 2025","","","",""
"","32783","Order Creation For Test Customer","Cannabinoids - Profile","Mon Jul 14 21:05:27 GMT 2025","passed","Mon Jul 14 21:05:59 GMT 2025","","","",""
"","28337","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Mon Jul 14 21:18:47 GMT 2025","passed","Mon Jul 14 21:19:16 GMT 2025","","","",""
"","23872","Receive Sample Partitions For Terpenes Profile","Terpenes - Profile","Mon Jul 14 21:12:02 GMT 2025","passed","Mon Jul 14 21:12:26 GMT 2025","","","",""
"","37022","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Mon Jul 14 21:07:27 GMT 2025","passed","Mon Jul 14 21:08:04 GMT 2025","","","",""
"","39938","Sample Creation For Moisture Profile","Moisture - Profile","Mon Jul 14 21:22:03 GMT 2025","passed","Mon Jul 14 21:22:43 GMT 2025","","","",""
"","23736","Start Preparation for Cannabinoids worksheet","Cannabinoids - Profile","Mon Jul 14 21:09:05 GMT 2025","passed","Mon Jul 14 21:09:29 GMT 2025","","","",""
"","23744","Accession Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Mon Jul 14 21:17:47 GMT 2025","passed","Mon Jul 14 21:18:11 GMT 2025","","","",""
"","23418","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Mon Jul 14 21:12:26 GMT 2025","passed","Mon Jul 14 21:12:50 GMT 2025","","","",""
"","25653","Import Results for Residual Solvents worksheet","Residual Solvents - Profile","Mon Jul 14 21:20:11 GMT 2025","passed","Mon Jul 14 21:20:37 GMT 2025","","","",""
"","24140","Verify Results in Moisture worksheet","Moisture - Profile","Mon Jul 14 21:25:27 GMT 2025","passed","Mon Jul 14 21:25:51 GMT 2025","","","",""
"","23033","Receive Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Mon Jul 14 21:17:24 GMT 2025","passed","Mon Jul 14 21:17:47 GMT 2025","","","",""
"","34992","Publish Moisture results","Moisture - Profile","Mon Jul 14 21:25:51 GMT 2025","passed","Mon Jul 14 21:26:26 GMT 2025","","","",""
"","31905","Set up instruments for Residual Solvents worksheet","Residual Solvents - Profile","Mon Jul 14 21:19:16 GMT 2025","passed","Mon Jul 14 21:19:48 GMT 2025","","","",""
"","24631","Verify Results in Terpenes worksheet","Terpenes - Profile","Mon Jul 14 21:15:17 GMT 2025","passed","Mon Jul 14 21:15:42 GMT 2025","","","",""
"","24494","Order Creation For Test Customer","Residual Solvents - Profile","Mon Jul 14 21:16:19 GMT 2025","passed","Mon Jul 14 21:16:44 GMT 2025","","","",""
"","24419","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Mon Jul 14 21:09:56 GMT 2025","passed","Mon Jul 14 21:10:21 GMT 2025","","","",""
"","25607","Import Results for Moisture worksheet","Moisture - Profile","Mon Jul 14 21:25:01 GMT 2025","passed","Mon Jul 14 21:25:27 GMT 2025","","","",""
"","36891","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Mon Jul 14 21:18:11 GMT 2025","passed","Mon Jul 14 21:18:47 GMT 2025","","","",""
"","23572","Start Preparation for Terpenes worksheet","Terpenes - Profile","Mon Jul 14 21:14:27 GMT 2025","passed","Mon Jul 14 21:14:51 GMT 2025","","","",""
"","23642","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Mon Jul 14 21:19:48 GMT 2025","passed","Mon Jul 14 21:20:11 GMT 2025","","","",""
"","23093","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Mon Jul 14 21:22:43 GMT 2025","passed","Mon Jul 14 21:23:06 GMT 2025","","","",""
"","31840","Set up instruments for Moisture worksheet","Moisture - Profile","Mon Jul 14 21:24:06 GMT 2025","passed","Mon Jul 14 21:24:38 GMT 2025","","","",""
"","23306","Start Preparation for Moisture worksheet","Moisture - Profile","Mon Jul 14 21:24:38 GMT 2025","passed","Mon Jul 14 21:25:01 GMT 2025","","","",""
"","35523","Publish Terpenes results","Terpenes - Profile","Mon Jul 14 21:15:42 GMT 2025","passed","Mon Jul 14 21:16:18 GMT 2025","","","",""
"","28455","Set up materials for Cannabinoids worksheet","Cannabinoids - Profile","Mon Jul 14 21:08:04 GMT 2025","passed","Mon Jul 14 21:08:33 GMT 2025","","","",""
"","24550","Order Creation For Test Customer","Terpenes - Profile","Mon Jul 14 21:10:58 GMT 2025","passed","Mon Jul 14 21:11:23 GMT 2025","","","",""
"","36881","Set Up Worksheet For Moisture Sample","Moisture - Profile","Mon Jul 14 21:23:29 GMT 2025","passed","Mon Jul 14 21:24:06 GMT 2025","","","",""
"","40017","Sample Creation For Residual Solvents Profile","Residual Solvents - Profile","Mon Jul 14 21:16:44 GMT 2025","passed","Mon Jul 14 21:17:24 GMT 2025","","","",""
"","23401","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Mon Jul 14 21:06:40 GMT 2025","passed","Mon Jul 14 21:07:03 GMT 2025","","","",""
"","32419","Set up instruments for Cannabinoids worksheet","Cannabinoids - Profile","Mon Jul 14 21:08:33 GMT 2025","passed","Mon Jul 14 21:09:05 GMT 2025","","","",""
