"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24325","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Tue May 27 18:09:54 GMT 2025","passed","Tue May 27 18:10:19 GMT 2025","","","",""
"","36754","Set Up Worksheet For Moisture Sample","Moisture - Profile","Tue May 27 18:12:47 GMT 2025","passed","Tue May 27 18:13:23 GMT 2025","","","",""
"","23274","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Tue May 27 18:12:00 GMT 2025","passed","Tue May 27 18:12:23 GMT 2025","","","",""
"","28541","Set up materials for Cannabinoids worksheet","Cannabinoids - Profile","Tue May 27 17:57:21 GMT 2025","passed","Tue May 27 17:57:50 GMT 2025","","","",""
"","24035","Accession Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Tue May 27 17:56:21 GMT 2025","passed","Tue May 27 17:56:45 GMT 2025","","","",""
"","24278","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Tue May 27 17:59:14 GMT 2025","passed","Tue May 27 17:59:38 GMT 2025","","","",""
"","23750","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Tue May 27 18:09:05 GMT 2025","passed","Tue May 27 18:09:29 GMT 2025","","","",""
"","24088","Verify Results in Moisture worksheet","Moisture - Profile","Tue May 27 18:14:45 GMT 2025","passed","Tue May 27 18:15:09 GMT 2025","","","",""
"","40081","Sample Creation For Residual Solvents Profile","Residual Solvents - Profile","Tue May 27 18:06:01 GMT 2025","passed","Tue May 27 18:06:41 GMT 2025","","","",""
"","24344","Order Creation For Test Customer","Residual Solvents - Profile","Tue May 27 18:05:37 GMT 2025","passed","Tue May 27 18:06:01 GMT 2025","","","",""
"","31996","Set up instruments for Moisture worksheet","Moisture - Profile","Tue May 27 18:13:23 GMT 2025","passed","Tue May 27 18:13:55 GMT 2025","","","",""
"","23596","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Tue May 27 18:01:43 GMT 2025","passed","Tue May 27 18:02:06 GMT 2025","","","",""
"","23556","Accession Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Tue May 27 18:07:04 GMT 2025","passed","Tue May 27 18:07:28 GMT 2025","","","",""
"","23253","Receive Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Tue May 27 18:06:41 GMT 2025","passed","Tue May 27 18:07:04 GMT 2025","","","",""
"","27805","Import Results for Terpenes worksheet","Terpenes - Profile","Tue May 27 18:04:07 GMT 2025","passed","Tue May 27 18:04:35 GMT 2025","","","",""
"","24487","Verify Results in Terpenes worksheet","Terpenes - Profile","Tue May 27 18:04:35 GMT 2025","passed","Tue May 27 18:05:00 GMT 2025","","","",""
"","32258","Set up instruments for Cannabinoids worksheet","Cannabinoids - Profile","Tue May 27 17:57:50 GMT 2025","passed","Tue May 27 17:58:22 GMT 2025","","","",""
"","39964","Sample Creation For Moisture Profile","Moisture - Profile","Tue May 27 18:11:20 GMT 2025","passed","Tue May 27 18:12:00 GMT 2025","","","",""
"","23430","Start Preparation for Moisture worksheet","Moisture - Profile","Tue May 27 18:13:55 GMT 2025","passed","Tue May 27 18:14:19 GMT 2025","","","",""
"","28300","Set up materials for Terpenes worksheet","Terpenes - Profile","Tue May 27 18:02:43 GMT 2025","passed","Tue May 27 18:03:12 GMT 2025","","","",""
"","39862","Sample Creation For Terpenes Profile","Terpenes - Profile","Tue May 27 18:00:40 GMT 2025","passed","Tue May 27 18:01:20 GMT 2025","","","",""
"","31982","Set up instruments for Residual Solvents worksheet","Residual Solvents - Profile","Tue May 27 18:08:33 GMT 2025","passed","Tue May 27 18:09:05 GMT 2025","","","",""
"","24250","Order Creation For Test Customer","Moisture - Profile","Tue May 27 18:10:56 GMT 2025","passed","Tue May 27 18:11:20 GMT 2025","","","",""
"","36637","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Tue May 27 17:56:45 GMT 2025","passed","Tue May 27 17:57:21 GMT 2025","","","",""
"","23199","Receive Sample Partitions For Terpenes Profile","Terpenes - Profile","Tue May 27 18:01:20 GMT 2025","passed","Tue May 27 18:01:43 GMT 2025","","","",""
"","35371","Publish Terpenes results","Terpenes - Profile","Tue May 27 18:05:00 GMT 2025","passed","Tue May 27 18:05:35 GMT 2025","","","",""
"","28298","Import Results for Cannabinoids worksheet","Cannabinoids - Profile","Tue May 27 17:58:46 GMT 2025","passed","Tue May 27 17:59:14 GMT 2025","","","",""
"","35278","Publish Cannabinoids results","Cannabinoids - Profile","Tue May 27 17:59:38 GMT 2025","passed","Tue May 27 18:00:14 GMT 2025","","","",""
"","24236","Order Creation For Test Customer","Terpenes - Profile","Tue May 27 18:00:15 GMT 2025","passed","Tue May 27 18:00:40 GMT 2025","","","",""
"","35352","Publish Residual Solvents results","Residual Solvents - Profile","Tue May 27 18:10:19 GMT 2025","passed","Tue May 27 18:10:54 GMT 2025","","","",""
"","28105","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Tue May 27 18:08:05 GMT 2025","passed","Tue May 27 18:08:33 GMT 2025","","","",""
"","34840","Publish Moisture results","Moisture - Profile","Tue May 27 18:15:09 GMT 2025","passed","Tue May 27 18:15:44 GMT 2025","","","",""
"","36993","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Tue May 27 18:07:28 GMT 2025","passed","Tue May 27 18:08:05 GMT 2025","","","",""
"","23345","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Tue May 27 17:55:57 GMT 2025","passed","Tue May 27 17:56:21 GMT 2025","","","",""
"","25811","Import Results for Moisture worksheet","Moisture - Profile","Tue May 27 18:14:19 GMT 2025","passed","Tue May 27 18:14:45 GMT 2025","","","",""
"","23679","Start Preparation for Terpenes worksheet","Terpenes - Profile","Tue May 27 18:03:44 GMT 2025","passed","Tue May 27 18:04:07 GMT 2025","","","",""
"","23550","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Tue May 27 18:12:23 GMT 2025","passed","Tue May 27 18:12:47 GMT 2025","","","",""
"","23823","Start Preparation for Cannabinoids worksheet","Cannabinoids - Profile","Tue May 27 17:58:22 GMT 2025","passed","Tue May 27 17:58:46 GMT 2025","","","",""
"","32432","Order Creation For Test Customer","Cannabinoids - Profile","Tue May 27 17:54:45 GMT 2025","passed","Tue May 27 17:55:17 GMT 2025","","","",""
"","25794","Import Results for Residual Solvents worksheet","Residual Solvents - Profile","Tue May 27 18:09:29 GMT 2025","passed","Tue May 27 18:09:54 GMT 2025","","","",""
"","36853","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Tue May 27 18:02:06 GMT 2025","passed","Tue May 27 18:02:43 GMT 2025","","","",""
"","40108","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Tue May 27 17:55:17 GMT 2025","passed","Tue May 27 17:55:57 GMT 2025","","","",""
"","32123","Set up instruments for Terpenes worksheet","Terpenes - Profile","Tue May 27 18:03:12 GMT 2025","passed","Tue May 27 18:03:44 GMT 2025","","","",""
