"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24523","Order Creation For Test Customer","Moisture - Profile","Wed May 28 02:52:59 GMT 2025","passed","Wed May 28 02:53:23 GMT 2025","","","",""
"","23381","Receive Sample Partitions For Terpenes Profile","Terpenes - Profile","Wed May 28 02:43:19 GMT 2025","passed","Wed May 28 02:43:42 GMT 2025","","","",""
"","23699","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Wed May 28 02:54:26 GMT 2025","passed","Wed May 28 02:54:50 GMT 2025","","","",""
"","32228","Set up instruments for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 02:50:35 GMT 2025","passed","Wed May 28 02:51:08 GMT 2025","","","",""
"","23254","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Wed May 28 02:54:03 GMT 2025","passed","Wed May 28 02:54:26 GMT 2025","","","",""
"","24339","Verify Results in Moisture worksheet","Moisture - Profile","Wed May 28 02:56:48 GMT 2025","passed","Wed May 28 02:57:13 GMT 2025","","","",""
"","28492","Set up materials for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 02:39:19 GMT 2025","passed","Wed May 28 02:39:48 GMT 2025","","","",""
"","40258","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Wed May 28 02:37:14 GMT 2025","passed","Wed May 28 02:37:54 GMT 2025","","","",""
"","28333","Import Results for Terpenes worksheet","Terpenes - Profile","Wed May 28 02:46:08 GMT 2025","passed","Wed May 28 02:46:36 GMT 2025","","","",""
"","26148","Import Results for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 02:51:31 GMT 2025","passed","Wed May 28 02:51:57 GMT 2025","","","",""
"","23841","Start Preparation for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 02:40:20 GMT 2025","passed","Wed May 28 02:40:44 GMT 2025","","","",""
"","35360","Publish Cannabinoids results","Cannabinoids - Profile","Wed May 28 02:41:37 GMT 2025","passed","Wed May 28 02:42:12 GMT 2025","","","",""
