"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25576","Import Results for Moisture worksheet","Moisture - Profile","Tue Jul 15 02:52:20 GMT 2025","passed","Tue Jul 15 02:52:46 GMT 2025","","","",""
"","23030","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Tue Jul 15 02:50:02 GMT 2025","passed","Tue Jul 15 02:50:25 GMT 2025","","","",""
"","39598","Sample Creation For Residual Solvents Profile","Residual Solvents - Profile","Tue Jul 15 02:44:06 GMT 2025","passed","Tue Jul 15 02:44:45 GMT 2025","","","",""
"","24096","Order Creation For Test Customer","Moisture - Profile","Tue Jul 15 02:48:58 GMT 2025","passed","Tue Jul 15 02:49:22 GMT 2025","","","",""
"","31932","Set up instruments for Terpenes worksheet","Terpenes - Profile","Tue Jul 15 02:41:18 GMT 2025","passed","Tue Jul 15 02:41:50 GMT 2025","","","",""
"","32051","Set up instruments for Moisture worksheet","Moisture - Profile","Tue Jul 15 02:51:25 GMT 2025","passed","Tue Jul 15 02:51:57 GMT 2025","","","",""
"","23020","Receive Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Tue Jul 15 02:44:45 GMT 2025","passed","Tue Jul 15 02:45:08 GMT 2025","","","",""
"","28031","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Tue Jul 15 02:46:08 GMT 2025","passed","Tue Jul 15 02:46:36 GMT 2025","","","",""
"","23238","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Tue Jul 15 02:34:06 GMT 2025","passed","Tue Jul 15 02:34:29 GMT 2025","","","",""
"","23980","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Tue Jul 15 02:37:22 GMT 2025","passed","Tue Jul 15 02:37:46 GMT 2025","","","",""
"","24048","Verify Results in Moisture worksheet","Moisture - Profile","Tue Jul 15 02:52:46 GMT 2025","passed","Tue Jul 15 02:53:10 GMT 2025","","","",""
"","24209","Order Creation For Test Customer","Residual Solvents - Profile","Tue Jul 15 02:43:41 GMT 2025","passed","Tue Jul 15 02:44:06 GMT 2025","","","",""
"","23702","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Tue Jul 15 02:39:50 GMT 2025","passed","Tue Jul 15 02:40:14 GMT 2025","","","",""
"","23649","Start Preparation for Terpenes worksheet","Terpenes - Profile","Tue Jul 15 02:41:50 GMT 2025","passed","Tue Jul 15 02:42:14 GMT 2025","","","",""
"","23379","Accession Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Tue Jul 15 02:45:08 GMT 2025","passed","Tue Jul 15 02:45:32 GMT 2025","","","",""
"","36519","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Tue Jul 15 02:45:32 GMT 2025","passed","Tue Jul 15 02:46:08 GMT 2025","","","",""
"","39571","Sample Creation For Moisture Profile","Moisture - Profile","Tue Jul 15 02:49:22 GMT 2025","passed","Tue Jul 15 02:50:02 GMT 2025","","","",""
"","35178","Publish Terpenes results","Terpenes - Profile","Tue Jul 15 02:43:05 GMT 2025","passed","Tue Jul 15 02:43:40 GMT 2025","","","",""
"","23729","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Tue Jul 15 02:47:08 GMT 2025","passed","Tue Jul 15 02:47:32 GMT 2025","","","",""
"","31898","Set up instruments for Residual Solvents worksheet","Residual Solvents - Profile","Tue Jul 15 02:46:36 GMT 2025","passed","Tue Jul 15 02:47:08 GMT 2025","","","",""
"","23564","Start Preparation for Cannabinoids worksheet","Cannabinoids - Profile","Tue Jul 15 02:36:30 GMT 2025","passed","Tue Jul 15 02:36:54 GMT 2025","","","",""
"","24098","Accession Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Tue Jul 15 02:34:29 GMT 2025","passed","Tue Jul 15 02:34:53 GMT 2025","","","",""
"","22957","Receive Sample Partitions For Terpenes Profile","Terpenes - Profile","Tue Jul 15 02:39:27 GMT 2025","passed","Tue Jul 15 02:39:50 GMT 2025","","","",""
"","25650","Import Results for Residual Solvents worksheet","Residual Solvents - Profile","Tue Jul 15 02:47:32 GMT 2025","passed","Tue Jul 15 02:47:58 GMT 2025","","","",""
"","28276","Set up materials for Terpenes worksheet","Terpenes - Profile","Tue Jul 15 02:40:50 GMT 2025","passed","Tue Jul 15 02:41:18 GMT 2025","","","",""
"","35097","Publish Residual Solvents results","Residual Solvents - Profile","Tue Jul 15 02:48:21 GMT 2025","passed","Tue Jul 15 02:48:57 GMT 2025","","","",""
"","39858","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Tue Jul 15 02:33:26 GMT 2025","passed","Tue Jul 15 02:34:06 GMT 2025","","","",""
"","39802","Sample Creation For Terpenes Profile","Terpenes - Profile","Tue Jul 15 02:38:47 GMT 2025","passed","Tue Jul 15 02:39:27 GMT 2025","","","",""
"","23110","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Tue Jul 15 02:50:25 GMT 2025","passed","Tue Jul 15 02:50:48 GMT 2025","","","",""
"","32551","Order Creation For Test Customer","Cannabinoids - Profile","Tue Jul 15 02:32:53 GMT 2025","passed","Tue Jul 15 02:33:26 GMT 2025","","","",""
"","32100","Set up instruments for Cannabinoids worksheet","Cannabinoids - Profile","Tue Jul 15 02:35:58 GMT 2025","passed","Tue Jul 15 02:36:30 GMT 2025","","","",""
"","28203","Set up materials for Cannabinoids worksheet","Cannabinoids - Profile","Tue Jul 15 02:35:30 GMT 2025","passed","Tue Jul 15 02:35:58 GMT 2025","","","",""
"","26724","Import Results for Terpenes worksheet","Terpenes - Profile","Tue Jul 15 02:42:14 GMT 2025","passed","Tue Jul 15 02:42:41 GMT 2025","","","",""
"","24072","Verify Results in Terpenes worksheet","Terpenes - Profile","Tue Jul 15 02:42:41 GMT 2025","passed","Tue Jul 15 02:43:05 GMT 2025","","","",""
"","36494","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Tue Jul 15 02:40:14 GMT 2025","passed","Tue Jul 15 02:40:50 GMT 2025","","","",""
"","35052","Publish Moisture results","Moisture - Profile","Tue Jul 15 02:53:10 GMT 2025","passed","Tue Jul 15 02:53:45 GMT 2025","","","",""
"","23912","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Tue Jul 15 02:47:58 GMT 2025","passed","Tue Jul 15 02:48:21 GMT 2025","","","",""
"","37085","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Tue Jul 15 02:34:53 GMT 2025","passed","Tue Jul 15 02:35:30 GMT 2025","","","",""
