"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24207","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 04:18:15 GMT 2025","passed","Wed May 28 04:18:39 GMT 2025","","","",""
"","36656","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Wed May 28 04:05:03 GMT 2025","passed","Wed May 28 04:05:39 GMT 2025","","","",""
"","40066","Sample Creation For Residual Solvents Profile","Residual Solvents - Profile","Wed May 28 04:14:21 GMT 2025","passed","Wed May 28 04:15:01 GMT 2025","","","",""
"","32154","Set up instruments for Terpenes worksheet","Terpenes - Profile","Wed May 28 04:11:31 GMT 2025","passed","Wed May 28 04:12:03 GMT 2025","","","",""
"","28238","Set up materials for Terpenes worksheet","Terpenes - Profile","Wed May 28 04:11:02 GMT 2025","passed","Wed May 28 04:11:31 GMT 2025","","","",""
"","35549","Publish Terpenes results","Terpenes - Profile","Wed May 28 04:13:19 GMT 2025","passed","Wed May 28 04:13:54 GMT 2025","","","",""
"","23635","Start Preparation for Moisture worksheet","Moisture - Profile","Wed May 28 04:22:16 GMT 2025","passed","Wed May 28 04:22:40 GMT 2025","","","",""
"","23447","Receive Sample Partitions For Terpenes Profile","Terpenes - Profile","Wed May 28 04:09:38 GMT 2025","passed","Wed May 28 04:10:02 GMT 2025","","","",""
"","24593","Order Creation For Test Customer","Terpenes - Profile","Wed May 28 04:08:34 GMT 2025","passed","Wed May 28 04:08:58 GMT 2025","","","",""
"","27825","Import Results for Terpenes worksheet","Terpenes - Profile","Wed May 28 04:12:26 GMT 2025","passed","Wed May 28 04:12:54 GMT 2025","","","",""
"","36832","Set Up Worksheet For Moisture Sample","Moisture - Profile","Wed May 28 04:21:08 GMT 2025","passed","Wed May 28 04:21:44 GMT 2025","","","",""
"","24571","Verify Results in Terpenes worksheet","Terpenes - Profile","Wed May 28 04:12:54 GMT 2025","passed","Wed May 28 04:13:19 GMT 2025","","","",""
"","40225","Sample Creation For Moisture Profile","Moisture - Profile","Wed May 28 04:19:40 GMT 2025","passed","Wed May 28 04:20:21 GMT 2025","","","",""
"","24395","Verify Results in Moisture worksheet","Moisture - Profile","Wed May 28 04:23:06 GMT 2025","passed","Wed May 28 04:23:30 GMT 2025","","","",""
"","23629","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 04:17:25 GMT 2025","passed","Wed May 28 04:17:49 GMT 2025","","","",""
"","24416","Order Creation For Test Customer","Moisture - Profile","Wed May 28 04:19:16 GMT 2025","passed","Wed May 28 04:19:40 GMT 2025","","","",""
"","23704","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Wed May 28 04:20:44 GMT 2025","passed","Wed May 28 04:21:08 GMT 2025","","","",""
"","35559","Publish Residual Solvents results","Residual Solvents - Profile","Wed May 28 04:18:39 GMT 2025","passed","Wed May 28 04:19:14 GMT 2025","","","",""
"","31736","Set up instruments for Moisture worksheet","Moisture - Profile","Wed May 28 04:21:44 GMT 2025","passed","Wed May 28 04:22:16 GMT 2025","","","",""
"","23712","Start Preparation for Terpenes worksheet","Terpenes - Profile","Wed May 28 04:12:03 GMT 2025","passed","Wed May 28 04:12:26 GMT 2025","","","",""
"","27725","Import Results for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 04:07:04 GMT 2025","passed","Wed May 28 04:07:32 GMT 2025","","","",""
"","40117","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Wed May 28 04:03:36 GMT 2025","passed","Wed May 28 04:04:16 GMT 2025","","","",""
"","25746","Import Results for Moisture worksheet","Moisture - Profile","Wed May 28 04:22:40 GMT 2025","passed","Wed May 28 04:23:06 GMT 2025","","","",""
"","35615","Publish Cannabinoids results","Cannabinoids - Profile","Wed May 28 04:07:56 GMT 2025","passed","Wed May 28 04:08:32 GMT 2025","","","",""
